Time (monthly),Surface-mass balance (SMB) (Gt/month) from MAR3.5,Discharge (D) (Gt/month) from InSAR,Total Mass Balance (MB) (Mb=SMB+D) (Gt/month),Average MB for 1961-1990 period,MB Anamoalies with respect to 1961-1990 period,Monthly Cummulative MB,Time (monthly),Time (yearly),Yearly Cumulative MB Gt (Averaged over the months),Sea level Equivalence (Gt * 1km^3/361*10^3 km^2 = SLE in meters),Yearly Cumulative MB in SLE (m),Yearly Cumulative MB in SLE (mm),Greenland error from Sasgen et al 2012 in Gt/yr,Error in m,,,,,,,,,,
2001.042,76.34011606,-38.2525,38.08761606,,38.8144079050,-285.2489801,2001.042,,,,,,,,,,,,,,,,,
2001.125,61.4494413,-38.2925,23.1569413,,23.8837331450,-261.365247,2001.125,,,,,,,,,,,,,,,,,
2001.208,38.59377947,-38.3325,0.26127947,,0.9880713150,-260.3771756,2001.208,,,,,,,,,,,,,,,,,
2001.292,37.37171483,-38.3725,-1.00078517,,-0.2739933250,-260.651169,2001.292,,,,,,,,,,,,,,,,,
2001.375,49.98229452,-38.4125,11.56979452,,12.2965863650,-248.3545826,2001.375,,,,,,,,,,,,,,,,,
2001.458,-14.97362252,-38.4525,-53.42612252,,-52.6993306750,-301.0539133,2001.458,,,,,,,,,,,,,,,,,
2001.542,-88.01759673,-38.55316,-126.5707567,,-125.8439648550,-426.8978781,2001.542,,,,,,,,,,,,,,,,,
2001.625,-66.46021492,-38.71448,-105.1746949,,-104.4479030550,-531.3457812,2001.625,,,,,,,,,,,,,,,,,
2001.708,54.45615775,-38.8758,15.58035775,,16.3071495950,-515.0386316,2001.708,,,,,,,,,,,,,,,,,
2001.792,65.67168195,-39.03712,26.63456195,,27.3613537950,-487.6772778,2001.792,,,,,,,,,,,,,,,,,
2001.875,100.8361361,-39.19844,61.63769606,,62.3644879050,-425.3127899,2001.875,,,,,,,,,,,,,,,,,
2001.958,94.81294309,-39.35976,55.45318309,,56.1799749350,-369.132815,2001.958,,,,,,,,,,,,,,,,,
2002.042,71.40716541,-39.52108,31.88608541,,32.6128772550,-336.5199377,2002.042,,,,,,,,,,,,,,,,,
2002.125,33.63538225,-39.6824,-6.04701775,,-5.3202259050,-341.8401636,2002.125,,,,,,,,,,,,,,,,,
2002.208,39.64696425,-39.84372,-0.19675575,,0.5300360950,-341.3101275,2002.208,,,,,,,,,,,,,,,,,
2002.292,33.9617456,-40.00503,-6.0432844,,-5.3164925550,-346.6266201,2002.292,,,,,,,,,,,,,,,,,
2002.375,25.95036753,-40.16635,-14.21598247,,-13.4891906250,-360.1158107,2002.375,,,,,,,,,,,,,,,,,
2002.458,-38.94964086,-40.32767,-79.27731086,,-78.5505190150,-438.6663297,2002.458,,,,,,,,,,,,,,,,,
2002.542,-125.5489533,-40.42378,-165.9727333,,-165.2459414550,-603.9122712,2002.542,,,,,,,,,,,,,,,,,
2002.625,-25.34641221,-40.45469,-65.80110221,,-65.0743103650,-668.9865815,2002.625,,,,,,,,,,,,,,,,,
2002.708,58.5741826,-40.48559,18.0885926,,18.8153844450,-650.1711971,2002.708,,,,,,,,,,,,,,,,,
2002.792,81.13234387,-40.51649,40.61585387,,41.3426457150,-608.8285514,2002.792,,,,,,,,,,,,,,,,,
2002.875,82.36320049,-40.5474,41.81580049,,42.5425923350,-566.285959,2002.875,,,,,,,,,,,,,,,,,
2002.958,85.01170941,-40.5783,44.43340941,,45.1602012550,-521.1257578,2002.958,,,,,,,,,,,,,,,,,
2003.042,62.93062883,-40.6092,22.32142883,,23.0482206750,-498.0775371,2003.042,,,,,,,,,,,,,,,,,
2003.125,61.66591373,-40.6401,21.02581373,,21.7526055750,-476.3249315,2003.125,,,,,,,,,,,,,,,,,
2003.208,68.11444638,-40.67101,27.44343638,,28.1702282250,-448.1547033,2003.208,,,,,,,,,,,,,,,,,
2003.292,80.24480526,-40.70191,39.54289526,,40.2696871050,-407.8850162,2003.292,,,,,,,,,,,,,,,,,
2003.375,38.92992264,-40.73281,-1.80288736,,-1.0760955150,-408.9611117,2003.375,,,,,,,,,,,,,,,,,
2003.458,-79.25248638,-40.76372,-120.0162064,,-119.2894145550,-528.2505263,2003.458,,,,,,,,,,,,,,,,,
2003.542,-154.2051012,-40.76576,-194.9708612,,-194.2440693550,-722.4945956,2003.542,,,,,,,,,,,,,,,,,
2003.625,-56.96200125,-40.73896,-97.70096125,,-96.9741694050,-819.468765,2003.625,,,,,,,,,,,,,,,,,
2003.708,49.55376894,-40.71215,8.84161894,,9.5684107850,-809.9003542,2003.708,,,,,,,,,,,,,,,,,
2003.792,85.14251929,-40.68535,44.45716929,,45.1839611350,-764.7163931,2003.792,,,,,,,,,,,,,,,,,
2003.875,67.42900706,-40.65854,26.77046706,,27.4972589050,-737.2191342,2003.875,,,,,,,,,,,,,,,,,
2003.958,56.93017085,-40.63174,16.29843085,,17.0252226950,-720.1939115,2003.958,,,,,,,,,,,,,,,,,
2004.042,31.61168175,-40.60493,-8.99324825,,-8.2664564050,-728.4603679,2004.042,,,,,,,,,,,,,,,,,
2004.125,65.1923094,-40.57812,24.6141894,,25.3409812450,-703.1193867,2004.125,,,,,,,,,,,,,,,,,
2004.208,88.69893495,-40.55132,48.14761495,,48.8744067950,-654.2449799,2004.208,,,,,,,,,,,,,,,,,
2004.292,54.77218003,-40.52451,14.24767003,,14.9744618750,-639.270518,2004.292,,,,,,,,,,,,,,,,,
2004.375,22.84015458,-40.49771,-17.65755542,,-16.9307635750,-656.2012816,2004.375,,,,,,,,,,,,,,,,,
2004.458,-46.77588366,-40.4709,-87.24678366,,-86.5199918150,-742.7212734,2004.458,,,,,,,,,,,,,,,,,
2004.542,-105.2042204,-40.66938,-145.8736004,,-145.1468085550,-887.8680819,2004.542,,,,,,,,,,,,,,,,,
2004.625,-53.29873953,-41.09313,-94.39186953,,-93.6650776850,-981.5331596,2004.625,,,,,,,,,,,,,,,,,
2004.708,55.07332919,-41.51687,13.55645919,,14.2832510350,-967.2499086,2004.708,,,,,,,,,,,,,,,,,
2004.792,71.1490571,-41.94062,29.2084371,,29.9352289450,-937.3146796,2004.792,,,,,,,,,,,,,,,,,
2004.875,57.57676417,-42.36438,15.21238417,,15.9391760150,-921.3755036,2004.875,,,,,,,,,,,,,,,,,
2004.958,45.47604632,-42.78813,2.68791632,,3.4147081650,-917.9607955,2004.958,,,,,,,,,,,,,,,,,
2005.042,81.17399634,-43.21187,37.96212634,,38.6889181850,-879.2718773,2005.042,,,,,,,,,,,,,,,,,
2005.125,77.86215461,-43.63562,34.22653461,,34.9533264550,-844.3185508,2005.125,,,,,,,,,,,,,,,,,
2005.208,71.0286032,-44.05938,26.9692232,,27.6960150450,-816.6225358,2005.208,,,,,,,,,,,,,,,,,
2005.292,56.99612475,-44.48313,12.51299475,,13.2397865950,-803.3827492,2005.292,,,,,,,,,,,,,,,,,
2005.375,36.33364778,-44.90687,-8.57322222,,-7.8464303750,-811.2291796,2005.375,,,,,,,,,,,,,,,,,
2005.458,-37.74567973,-45.33062,-83.07629973,,-82.3495078850,-893.5786874,2005.458,,,,,,,,,,,,,,,,,
2005.542,-152.0270822,-45.43861,-197.4656922,,-196.7389003550,-1090.317588,2005.542,,,,,,,,,,,,,,,,,
2005.625,-60.83543461,-45.23083,-106.0662646,,-105.3394727550,-1195.657061,2005.625,,,,,,,,,,,,,,,,,
2005.708,34.10063061,-45.02306,-10.92242939,,-10.1956375450,-1205.852698,2005.708,,,,,,,,,,,,,,,,,
2005.792,51.86879073,-44.81528,7.05351073,,7.7803025750,-1198.072396,2005.792,,,,,,,,,,,,,,,,,
2005.875,79.30119,-44.6075,34.69369,,35.4204818450,-1162.651914,2005.875,,,,,,,,,,,,,,,,,
2005.958,72.06791982,-44.39972,27.66819982,,28.3949916650,-1134.256922,2005.958,,,,,,,,,,,,,,,,,
2006.042,60.32409158,-44.19194,16.13215158,,16.8589434250,-1117.397979,2006.042,,,,,,,,,,,,,,,,,
2006.125,39.45826943,-43.98417,-4.52590057,,-3.7991087250,-1121.197087,2006.125,,,,,,,,,,,,,,,,,
2006.208,23.06502656,-43.77639,-20.71136344,,-19.9845715950,-1141.181659,2006.208,,,,,,,,,,,,,,,,,
2006.292,58.67350414,-43.56861,15.10489414,,15.8316859850,-1125.349973,2006.292,,,,,,,,,,,,,,,,,
2006.375,29.37967582,-43.36083,-13.98115418,,-13.2543623350,-1138.604335,2006.375,,,,,,,,,,,,,,,,,
2006.458,4.6206928,-43.15306,-38.5323672,,-37.8055753550,-1176.409911,2006.458,,,,,,,,,,,,,,,,,
2006.542,-110.646153,-43.08854,-153.734693,,-153.0079011550,-1329.417812,2006.542,,,,,,,,,,,,,,,,,
2006.625,-87.20946706,-43.16729,-130.3767571,,-129.6499652550,-1459.067777,2006.625,,,,,,,,,,,,,,,,,
2006.708,33.99549776,-43.24604,-9.25054224,,-8.5237503950,-1467.591527,2006.708,,,,,,,,,,,,,,,,,
2006.792,40.55843478,-43.32479,-2.76635522,,-2.0395633750,-1469.631091,2006.792,,,,,,,,,,,,,,,,,
2006.875,42.81930968,-43.40354,-0.58423032,,0.1425615250,-1469.488529,2006.875,,,,,,,,,,,,,,,,,
2006.958,71.01654766,-43.48229,27.53425766,,28.2610495050,-1441.22748,2006.958,,,,,,,,,,,,,,,,,
2007.042,65.67960607,-43.56104,22.11856607,,22.8453579150,-1418.382122,2007.042,,,,,,,,,,,,,,,,,
2007.125,40.06328225,-43.63979,-3.57650775,,-2.8497159050,-1421.231838,2007.125,,,,,,,,,,,,,,,,,
2007.208,55.37495444,-43.71854,11.65641444,,12.3832062850,-1408.848631,2007.208,,,,,,,,,,,,,,,,,
2007.292,56.21670854,-43.79729,12.41941854,,13.1462103850,-1395.702421,2007.292,,,,,,,,,,,,,,,,,
2007.375,33.15862207,-43.87604,-10.71741793,,-9.9906260850,-1405.693047,2007.375,,,,,,,,,,,,,,,,,
2007.458,-38.50247837,-43.95479,-82.45726837,,-81.7304765250,-1487.423524,2007.458,,,,,,,,,,,,,,,,,
2007.542,-194.4301844,-43.97736,-238.4075444,,-237.6807525550,-1725.104276,2007.542,,,,,,,,,,,,,,,,,
2007.625,-93.3565024,-43.94375,-137.3002524,,-136.5734605550,-1861.677737,2007.625,,,,,,,,,,,,,,,,,
2007.708,60.64120862,-43.91014,16.73106862,,17.4578604650,-1844.219876,2007.708,,,,,,,,,,,,,,,,,
2007.792,56.09456082,-43.87653,12.21803082,,12.9448226650,-1831.275054,2007.792,,,,,,,,,,,,,,,,,
2007.875,82.40220535,-43.84292,38.55928535,,39.2860771950,-1791.988976,2007.875,,,,,,,,,,,,,,,,,
2007.958,67.58849241,-43.80931,23.77918241,,24.5059742550,-1767.483002,2007.958,,,,,,,,,,,,,,,,,
2008.042,51.84205546,-43.77569,8.06636546,,8.7931573050,-1758.689845,2008.042,,,,,,,,,,,,,,,,,
2008.125,64.49119511,-43.74208,20.74911511,,21.4759069550,-1737.213938,2008.125,,,,,,,,,,,,,,,,,
2008.208,45.92914945,-43.70847,2.22067945,,2.9474712950,-1734.266467,2008.208,,,,,,,,,,,,,,,,,
2008.292,39.07864751,-43.67486,-4.59621249,,-3.8694206450,-1738.135887,2008.292,,,,,,,,,,,,,,,,,
2008.375,24.37040352,-43.64125,-19.27084648,,-18.5440546350,-1756.679942,2008.375,,,,,,,,,,,,,,,,,
2008.458,-61.46362018,-43.60764,-105.0712602,,-104.3444683550,-1861.02441,2008.458,,,,,,,,,,,,,,,,,
2008.542,-162.4852024,-43.52094,-206.0061424,,-205.2793505550,-2066.303761,2008.542,,,,,,,,,,,,,,,,,
2008.625,-66.1161039,-43.38115,-109.4972539,,-108.7704620550,-2175.074223,2008.625,,,,,,,,,,,,,,,,,
2008.708,71.00002755,-43.24135,27.75867755,,28.4854693950,-2146.588754,2008.708,,,,,,,,,,,,,,,,,
2008.792,80.02125668,-43.10156,36.91969668,,37.6464885250,-2108.942265,2008.792,,,,,,,,,,,,,,,,,
2008.875,86.16282743,-42.96177,43.20105743,,43.9278492750,-2065.014416,2008.875,,,,,,,,,,,,,,,,,
2008.958,82.87079577,-42.82198,40.04881577,,40.7756076150,-2024.238808,2008.958,,,,,,,,,,,,,,,,,
2009.042,58.86148825,-42.68219,16.17929825,,16.9060900950,-2007.332718,2009.042,,,,,,,,,,,,,,,,,
2009.125,33.13415092,-42.5424,-9.40824908,,-8.6814572350,-2016.014175,2009.125,,,,,,,,,,,,,,,,,
2009.208,39.78106872,-42.4026,-2.62153128,,-1.8947394350,-2017.908915,2009.208,,,,,,,,,,,,,,,,,
2009.292,53.09935419,-42.26281,10.83654419,,11.5633360350,-2006.345579,2009.292,,,,,,,,,,,,,,,,,
2009.375,42.45063725,-42.12302,0.32761725,,1.0544090950,-2005.29117,2009.375,,,,,,,,,,,,,,,,,
2009.458,-15.12297927,-41.98323,-57.10620927,,-56.3794174250,-2061.670587,2009.458,,,,,,,,,,,,,,,,,
2009.542,-135.6085537,-41.91333,-177.5218837,,-176.7950918550,-2238.465679,2009.542,,,,,,,,,,,,,,,,,
2009.625,-73.39199781,-41.91333,-115.3053278,,-114.5785359550,-2353.044215,2009.625,,,,,,,,,,,,,,,,,
2009.708,73.67004808,-41.91333,31.75671808,,32.4835099250,-2320.560705,2009.708,,,,,,,,,,,,,,,,,
2009.792,65.15512979,-41.91333,23.24179979,,23.9685916350,-2296.592113,2009.792,,,,,,,,,,,,,,,,,
2009.875,47.2779538,-41.91333,5.3646238,,6.0914156450,-2290.500698,2009.875,,,,,,,,,,,,,,,,,
2009.958,71.65875803,-41.91333,29.74542803,,30.4722198750,-2260.028478,2009.958,,,,,,,,,,,,,,,,,
2010.042,82.19733449,-41.91333,,,,,2010.042,,,,,,,,,,,,,,,,,
2010.125,41.37825294,-41.91333,,,,,2010.125,,,,,,,,,,,,,,,,,
2010.208,34.84614348,-41.91333,,,,,2010.208,,,,,,,,,,,,,,,,,
2010.292,30.14504597,-41.91333,,,,,2010.292,,,,,,,,,,,,,,,,,
2010.375,16.30964514,-41.91333,,,,,2010.375,,,,,,,,,,,,,,,,,
2010.458,-63.71725704,-41.91333,,,,,2010.458,,,,,,,,,,,,,,,,,
2010.542,-182.5757454,-41.91333,,,,,2010.542,,,,,,,,,,,,,,,,,
2010.625,-104.06575,-41.91333,,,,,2010.625,,,,,,,,,,,,,,,,,
2010.708,45.28849713,-41.91333,,,,,2010.708,,,,,,,,,,,,,,,,,
2010.792,53.98029938,-41.91333,,,,,2010.792,,,,,,,,,,,,,,,,,
2010.875,50.02755318,-41.91333,,,,,2010.875,,,,,,,,,,,,,,,,,
2010.958,77.58850757,-41.91333,,,,,2010.958,,,,,,,,,,,,,,,,,
2011.042,60.04411438,-41.91333,,,,,2011.042,,,,,,,,,,,,,,,,,
2011.125,72.69582303,-41.91333,,,,,2011.125,,,,,,,,,,,,,,,,,
2011.208,42.11484231,-41.91333,,,,,2011.208,,,,,,,,,,,,,,,,,
2011.292,62.25290391,-41.91333,,,,,2011.292,,,,,,,,,,,,,,,,,
2011.375,29.85467343,-41.91333,,,,,2011.375,,,,,,,,,,,,,,,,,
2011.458,-49.59271342,-41.91333,,,,,2011.458,,,,,,,,,,,,,,,,,
2011.542,-171.8393969,-41.91333,,,,,2011.542,,,,,,,,,,,,,,,,,
2011.625,-94.74673949,-41.91333,,,,,2011.625,,,,,,,,,,,,,,,,,
2011.708,54.87132115,-41.91333,,,,,2011.708,,,,,,,,,,,,,,,,,
2011.792,57.27781401,-41.91333,,,,,2011.792,,,,,,,,,,,,,,,,,
2011.875,76.20910633,-41.91333,,,,,2011.875,,,,,,,,,,,,,,,,,
2011.958,51.38212977,-41.91333,,,,,2011.958,,,,,,,,,,,,,,,,,
2012.042,64.99977153,-41.91333,,,,,2012.042,,,,,,,,,,,,,,,,,
2012.125,62.24792605,-41.91333,,,,,2012.125,,,,,,,,,,,,,,,,,
2012.208,72.61441497,-41.91333,,,,,2012.208,,,,,,,,,,,,,,,,,
2012.292,58.78861638,-41.91333,,,,,2012.292,,,,,,,,,,,,,,,,,
2012.375,23.99142537,-41.91333,,,,,2012.375,,,,,,,,,,,,,,,,,
2012.458,-112.7926378,-41.91333,,,,,2012.458,,,,,,,,,,,,,,,,,
2012.542,-272.2773381,-41.91333,,,,,2012.542,,,,,,,,,,,,,,,,,
2012.625,-154.5130767,-41.91333,,,,,2012.625,,,,,,,,,,,,,,,,,
2012.708,45.69117819,-41.91333,,,,,2012.708,,,,,,,,,,,,,,,,,
2012.792,90.01633904,-41.91333,,,,,2012.792,,,,,,,,,,,,,,,,,
2012.875,67.78557261,-41.91333,,,,,2012.875,,,,,,,,,,,,,,,,,
2012.958,51.1466227,-41.91333,,,,,2012.958,,,,,,,,,,,,,,,,,
2013.042,83.21731403,-41.91333,,,,,2013.042,,,,,,,,,,,,,,,,,
2013.125,58.06165311,-41.91333,,,,,2013.125,,,,,,,,,,,,,,,,,
2013.208,32.86631461,-41.91333,,,,,2013.208,,,,,,,,,,,,,,,,,
2013.292,35.29616358,-41.91333,,,,,2013.292,,,,,,,,,,,,,,,,,
2013.375,58.64752807,-41.91333,,,,,2013.375,,,,,,,,,,,,,,,,,
2013.458,-23.93894895,-41.91333,,,,,2013.458,,,,,,,,,,,,,,,,,
2013.542,-110.5953781,-41.91333,,,,,2013.542,,,,,,,,,,,,,,,,,
2013.625,-28.36356155,-41.91333,,,,,2013.625,,,,,,,,,,,,,,,,,
2013.708,85.13162876,-41.91333,,,,,2013.708,,,,,,,,,,,,,,,,,
2013.792,63.15473054,-41.91333,,,,,2013.792,,,,,,,,,,,,,,,,,
2013.875,68.83184873,-41.91333,,,,,2013.875,,,,,,,,,,,,,,,,,
2013.958,56.10431889,-41.91333,,,,,2013.958,,,,,,,,,,,,,,,,,
