Time (monthly),Surface-mass balance (SMB) (Gt/month) from MAR3.5,Discharge (D) (Gt/month) from InSAR,Total Mass Balance (MB) (Mb=SMB+D) (Gt/month),Average MB for 1961-1990 period,MB Anamoalies with respect to 1961-1990 period,Monthly Cummulative MB,Time (monthly),Time (yearly),Yearly Cumulative MB Gt (Averaged over the months),Sea level Equivalence (Gt * 1km^3/361*10^3 km^2 = SLE in meters),Yearly Cumulative MB in SLE (m),Yearly Cumulative MB in SLE (mm),Greenland error from Sasgen et al 2012 in Gt/yr,Error in m,,,,,,,,,,
1982.125,69.13877697,-34.86625,34.27252697,,34.9993188150,68.3297565,1982.125,,,,,,,,,,,,,,,,,
1982.208,58.1921869,-35.00597,23.1862169,,23.9130087450,92.24276525,1982.208,,,,,,,,,,,,,,,,,
1982.292,53.57975213,-35.14569,18.43406213,,19.1608539750,111.4036192,1982.292,,,,,,,,,,,,,,,,,
1982.375,13.61049752,-35.28542,-21.67492248,,-20.9481306350,90.45548859,1982.375,,,,,,,,,,,,,,,,,
1982.458,-29.20668498,-35.42514,-64.63182498,,-63.9050331350,26.55045545,1982.458,,,,,,,,,,,,,,,,,
1982.542,-72.50174284,-35.46316,-107.9649028,,-107.2381109550,-80.6876555,1982.542,,,,,,,,,,,,,,,,,
1982.625,-8.95683794,-35.39948,-44.35631794,,-43.6295260950,-124.3171816,1982.625,,,,,,,,,,,,,,,,,
1982.708,53.96713721,-35.3358,18.63133721,,19.3581290550,-104.9590525,1982.708,,,,,,,,,,,,,,,,,
1982.792,64.99336005,-35.27212,29.72124005,,30.4480318950,-74.51102065,1982.792,,,,,,,,,,,,,,,,,
1982.875,52.52946239,-35.20844,17.32102239,,18.0478142350,-56.46320641,1982.875,,,,,,,,,,,,,,,,,
1982.958,65.8398787,-35.14476,30.6951187,,31.4219105450,-25.04129587,1982.958,,,,,,,,,,,,,,,,,
1983.042,47.45370629,-35.08108,12.37262629,,13.0994181350,-11.94187773,1983.042,,,,,,,,,,,,,,,,,
1983.125,79.64031568,-35.0174,44.62291568,,45.3497075250,33.40782979,1983.125,,,,,,,,,,,,,,,,,
1983.208,43.51338354,-34.95372,8.55966354,,9.2864553850,42.69428518,1983.208,,,,,,,,,,,,,,,,,
1983.292,63.5066869,-34.89003,28.6166569,,29.3434487450,72.03773392,1983.292,,,,,,,,,,,,,,,,,
1983.375,33.53438113,-34.82635,-1.29196887,,-0.5651770250,71.4725569,1983.375,,,,,,,,,,,,,,,,,
1983.458,13.34486671,-34.76267,-21.41780329,,-20.6910114450,50.78154545,1983.458,,,,,,,,,,,,,,,,,
1983.542,-31.46440354,-34.74337,-66.20777354,,-65.4809816950,-14.69943624,1983.542,,,,,,,,,,,,,,,,,
1983.625,33.78168261,-34.76844,-0.98675739,,-0.2599655450,-14.95940179,1983.625,,,,,,,,,,,,,,,,,
1983.708,59.66335039,-34.79351,24.86984039,,25.5966322350,10.63723045,1983.708,,,,,,,,,,,,,,,,,
1983.792,57.81236322,-34.81858,22.99378322,,23.7205750650,34.35780551,1983.792,,,,,,,,,,,,,,,,,
1983.875,76.61835088,-34.84365,41.77470088,,42.5014927250,76.85929824,1983.875,,,,,,,,,,,,,,,,,
1983.958,40.50976124,-34.86872,5.64104124,,6.3678330850,83.22713132,1983.958,,,,,,,,,,,,,,,,,
1984.042,59.74423928,-34.89378,24.85045928,,25.5772511250,108.8043824,1984.042,,,,,,,,,,,,,,,,,
1984.125,56.43655385,-34.91885,21.51770385,,22.2444956950,131.0488781,1984.125,,,,,,,,,,,,,,,,,
1984.208,59.78624636,-34.94392,24.84232636,,25.5691182050,156.6179963,1984.208,,,,,,,,,,,,,,,,,
1984.292,54.80438513,-34.96899,19.83539513,,20.5621869750,177.1801833,1984.292,,,,,,,,,,,,,,,,,
1984.375,59.30924528,-34.99406,24.31518528,,25.0419771250,202.2221604,1984.375,,,,,,,,,,,,,,,,,
1984.458,6.82106899,-35.01913,-28.19806101,,-27.4712691650,174.7508913,1984.458,,,,,,,,,,,,,,,,,
1984.542,-124.3568794,-35.03948,-159.3963594,,-158.6695675550,16.08132373,1984.542,,,,,,,,,,,,,,,,,
1984.625,21.96245113,-35.0551,-13.09264887,,-12.3658570250,3.715466701,1984.625,,,,,,,,,,,,,,,,,
1984.708,71.64729309,-35.07073,36.57656309,,37.3033549350,41.01882164,1984.708,,,,,,,,,,,,,,,,,
1984.792,65.48318,-35.08635,30.39683,,31.1236218450,72.14244348,1984.792,,,,,,,,,,,,,,,,,
1984.875,54.74671597,-35.10198,19.64473597,,20.3715278150,92.5139713,1984.875,,,,,,,,,,,,,,,,,
1984.958,96.46881871,-35.1176,61.35121871,,62.0780105550,154.5919819,1984.958,,,,,,,,,,,,,,,,,
1985.042,68.69112504,-35.13323,33.55789504,,34.2846868850,188.8766687,1985.042,,,,,,,,,,,,,,,,,
1985.125,45.76849261,-35.14885,10.61964261,,11.3464344550,200.2231032,1985.125,,,,,,,,,,,,,,,,,
1985.208,54.05075635,-35.16448,18.88627635,,19.6130681950,219.8361714,1985.208,,,,,,,,,,,,,,,,,
1985.292,41.94481021,-35.1801,6.76471021,,7.4915020550,227.3276734,1985.292,,,,,,,,,,,,,,,,,
1985.375,34.71258782,-35.19573,-0.48314218,,0.2436496650,227.5713231,1985.375,,,,,,,,,,,,,,,,,
1985.458,-31.17104566,-35.21135,-66.38239566,,-65.6556038150,161.9157193,1985.458,,,,,,,,,,,,,,,,,
1985.542,-89.11963405,-35.24736,-124.3669941,,-123.6402022550,38.27551704,1985.542,,,,,,,,,,,,,,,,,
1985.625,-32.5815769,-35.30375,-67.8853269,,-67.1585350550,-28.88301802,1985.625,,,,,,,,,,,,,,,,,
1985.708,20.71863646,-35.36014,-14.64150354,,-13.9147116950,-42.79772971,1985.708,,,,,,,,,,,,,,,,,
1985.792,60.63741472,-35.41653,25.22088472,,25.9476765650,-16.85005315,1985.792,,,,,,,,,,,,,,,,,
1985.875,81.48271726,-35.47292,46.00979726,,46.7365891050,29.88653596,1985.875,,,,,,,,,,,,,,,,,
1985.958,38.96630787,-35.52931,3.43699787,,4.1637897150,34.05032567,1985.958,,,,,,,,,,,,,,,,,
1986.042,82.27318869,-35.58569,46.68749869,,47.4142905350,81.46461621,1986.042,,,,,,,,,,,,,,,,,
1986.125,58.85742857,-35.64208,23.21534857,,23.9421404150,105.4067566,1986.125,,,,,,,,,,,,,,,,,
1986.208,59.31111531,-35.69847,23.61264531,,24.3394371550,129.7461938,1986.208,,,,,,,,,,,,,,,,,
1986.292,69.71028419,-35.75486,33.95542419,,34.6822160350,164.4284098,1986.292,,,,,,,,,,,,,,,,,
1986.375,32.53812911,-35.81125,-3.27312089,,-2.5463290450,161.8820808,1986.375,,,,,,,,,,,,,,,,,
1986.458,6.22631402,-35.86764,-29.64132598,,-28.9145341350,132.9675466,1986.458,,,,,,,,,,,,,,,,,
1986.542,-60.47396883,-35.86184,-96.33580883,,-95.6090169850,37.35852965,1986.542,,,,,,,,,,,,,,,,,
1986.625,4.56161777,-35.79385,-31.23223223,,-30.5054403850,6.853089261,1986.625,,,,,,,,,,,,,,,,,
1986.708,64.04813203,-35.72587,28.32226203,,29.0490538750,35.90214314,1986.708,,,,,,,,,,,,,,,,,
1986.792,63.77313152,-35.65788,28.11525152,,28.8420433650,64.7441865,1986.792,,,,,,,,,,,,,,,,,
1986.875,42.93620345,-35.5899,7.34630345,,8.0730952950,72.8172818,1986.875,,,,,,,,,,,,,,,,,
1986.958,84.4428792,-35.52191,48.9209692,,49.6477610450,122.4650428,1986.958,,,,,,,,,,,,,,,,,
1987.042,106.7181388,-35.45392,71.26421879,,71.9910106350,194.4560535,1987.042,,,,,,,,,,,,,,,,,
1987.125,51.42590808,-35.38594,16.03996808,,16.7667599250,211.2228134,1987.125,,,,,,,,,,,,,,,,,
1987.208,62.54996431,-35.31795,27.23201431,,27.9588061550,239.1816196,1987.208,,,,,,,,,,,,,,,,,
1987.292,72.09093263,-35.24997,36.84096263,,37.5677544750,276.749374,1987.292,,,,,,,,,,,,,,,,,
1987.375,59.03029814,-35.18198,23.84831814,,24.5751099850,301.324484,1987.375,,,,,,,,,,,,,,,,,
1987.458,-43.43913512,-35.11399,-78.55312512,,-77.8263332750,223.4981507,1987.458,,,,,,,,,,,,,,,,,
1987.542,-79.1334417,-35.06292,-114.1963617,,-113.4695698550,110.0285809,1987.542,,,,,,,,,,,,,,,,,
1987.625,-78.419439,-35.02875,-113.448189,,-112.7213971550,-2.69281627,1987.625,,,,,,,,,,,,,,,,,
1987.708,52.08977443,-34.99458,17.09519443,,17.8219862750,15.12917001,1987.708,,,,,,,,,,,,,,,,,
1987.792,58.15136905,-34.96042,23.19094905,,23.9177408950,39.0469109,1987.792,,,,,,,,,,,,,,,,,
1987.875,76.83736379,-34.92625,41.91111379,,42.6379056350,81.68481654,1987.875,,,,,,,,,,,,,,,,,
1987.958,46.01036859,-34.89208,11.11828859,,11.8450804350,93.52989697,1987.958,,,,,,,,,,,,,,,,,
1988.042,53.07624587,-34.85792,18.21832587,,18.9451177150,112.4750147,1988.042,,,,,,,,,,,,,,,,,
1988.125,59.39989501,-34.82375,24.57614501,,25.3029368550,137.7779515,1988.125,,,,,,,,,,,,,,,,,
1988.208,48.98734592,-34.78958,14.19776592,,14.9245577650,152.7025093,1988.208,,,,,,,,,,,,,,,,,
1988.292,35.01377176,-34.75542,0.25835176,,0.9851436050,153.6876529,1988.292,,,,,,,,,,,,,,,,,
1988.375,59.12195727,-34.72125,24.40070727,,25.1274991150,178.815152,1988.375,,,,,,,,,,,,,,,,,
1988.458,26.51159658,-34.68708,-8.17548342,,-7.4486915750,171.3664605,1988.458,,,,,,,,,,,,,,,,,
1988.542,-111.5914093,-34.66028,-146.2516893,,-145.5248974550,25.841563,1988.542,,,,,,,,,,,,,,,,,
1988.625,-54.37881601,-34.64083,-89.01964601,,-88.2928541650,-62.45129117,1988.625,,,,,,,,,,,,,,,,,
1988.708,42.21075907,-34.62139,7.58936907,,8.3161609150,-54.13513025,1988.708,,,,,,,,,,,,,,,,,
1988.792,61.30904276,-34.60194,26.70710276,,27.4338946050,-26.70123565,1988.792,,,,,,,,,,,,,,,,,
1988.875,61.71102094,-34.5825,27.12852094,,27.8553127850,1.154077135,1988.875,,,,,,,,,,,,,,,,,
1988.958,59.16704945,-34.56306,24.60398945,,25.3307812950,26.48485843,1988.958,,,,,,,,,,,,,,,,,
1989.042,43.35518421,-34.54361,8.81157421,,9.5383660550,36.02322448,1989.042,,,,,,,,,,,,,,,,,
1989.125,36.25510874,-34.52417,1.73093874,,2.4577305850,38.48095507,1989.125,,,,,,,,,,,,,,,,,
1989.208,42.59972699,-34.50472,8.09500699,,8.8217988350,47.3027539,1989.208,,,,,,,,,,,,,,,,,
1989.292,27.84518364,-34.48528,-6.64009636,,-5.9133045150,41.38944939,1989.292,,,,,,,,,,,,,,,,,
1989.375,35.93241645,-34.46583,1.46658645,,2.1933782950,43.58282768,1989.375,,,,,,,,,,,,,,,,,
1989.458,-14.23249359,-34.44639,-48.67888359,,-47.9520917450,-4.36926406,1989.458,,,,,,,,,,,,,,,,,
1989.542,-95.46837471,-34.4416,-129.9099747,,-129.1831828550,-133.5524469,1989.542,,,,,,,,,,,,,,,,,
1989.625,-26.98889019,-34.45146,-61.44035019,,-60.7135583450,-194.2660053,1989.625,,,,,,,,,,,,,,,,,
1989.708,65.57818187,-34.46132,31.11686187,,31.8436537150,-162.4223515,1989.708,,,,,,,,,,,,,,,,,
1989.792,60.99696407,-34.47118,26.52578407,,27.2525759150,-135.1697756,1989.792,,,,,,,,,,,,,,,,,
1989.875,71.27556391,-34.48104,36.79452391,,37.5213157550,-97.64845988,1989.875,,,,,,,,,,,,,,,,,
1989.958,69.62288243,-34.4909,35.13198243,,35.8587742750,-61.7896856,1989.958,,,,,,,,,,,,,,,,,
1990.042,50.13092228,-34.50076,15.63016228,,16.3569541250,-45.43273148,1990.042,,,,,,,,,,,,,,,,,
1990.125,37.16816985,-34.51062,2.65754985,,3.3843416950,-42.04838978,1990.125,,,,,,,,,,,,,,,,,
1990.208,38.81257342,-34.52049,4.29208342,,5.0188752650,-37.02951452,1990.208,,,,,,,,,,,,,,,,,
1990.292,48.06460224,-34.53035,13.53425224,,14.2610440850,-22.76847043,1990.292,,,,,,,,,,,,,,,,,
1990.375,50.54293758,-34.54021,16.00272758,,16.7295194250,-6.038951005,1990.375,,,,,,,,,,,,,,,,,
1990.458,-30.39342201,-34.55007,-64.94349201,,-64.2167001650,-70.25565117,1990.458,,,,,,,,,,,,,,,,,
1990.542,-102.4661493,-34.57531,-137.0414593,,-136.3146674550,-206.5703186,1990.542,,,,,,,,,,,,,,,,,
1990.625,-43.80091132,-34.61594,-78.41685132,,-77.6900594750,-284.2603781,1990.625,,,,,,,,,,,,,,,,,
1990.708,60.08778134,-34.65656,25.43122134,,26.1580131850,-258.1023649,1990.708,,,,,,,,,,,,,,,,,
1990.792,74.51800982,-34.69719,39.82081982,,40.5476116650,-217.5547533,1990.792,,,,,,,,,,,,,,,,,
1990.875,75.77186231,-34.73781,41.03405231,,41.7608441550,-175.7939091,1990.875,,,,,,,,,,,,,,,,,
1990.958,91.11619194,-34.77844,56.33775194,,57.0645437850,-118.7293653,1990.958,,,,,,,,,,,,,,,,,
1991.042,72.38949385,-34.81906,37.57043385,,38.2972256950,-80.43213962,1991.042,,,,,,,,,,,,,,,,,
1991.125,74.29012759,-34.85969,39.43043759,,40.1572294350,-40.27491018,1991.125,,,,,,,,,,,,,,,,,
1991.208,50.48960736,-34.90031,15.58929736,,16.3160892050,-23.95882098,1991.208,,,,,,,,,,,,,,,,,
1991.292,28.62193585,-34.94094,-6.31900415,,-5.5922123050,-29.55103328,1991.292,,,,,,,,,,,,,,,,,
1991.375,60.99420925,-34.98156,26.01264925,,26.7394410950,-2.811592186,1991.375,,,,,,,,,,,,,,,,,
1991.458,-34.94264399,-35.02219,-69.96483399,,-69.2380421450,-72.04963433,1991.458,,,,,,,,,,,,,,,,,
1991.542,-120.4189084,-35.07781,-155.4967184,,-154.7699265550,-226.8195609,1991.542,,,,,,,,,,,,,,,,,
1991.625,-9.46962282,-35.14844,-44.61806282,,-43.8912709750,-270.7108319,1991.625,,,,,,,,,,,,,,,,,
1991.708,48.46741436,-35.21906,13.24835436,,13.9751462050,-256.7356857,1991.708,,,,,,,,,,,,,,,,,
1991.792,89.42862463,-35.28969,54.13893463,,54.8657264750,-201.8699592,1991.792,,,,,,,,,,,,,,,,,
1991.875,55.95578236,-35.36031,20.59547236,,21.3222642050,-180.547695,1991.875,,,,,,,,,,,,,,,,,
1991.958,81.29448115,-35.43094,45.86354115,,46.5903329950,-133.957362,1991.958,,,,,,,,,,,,,,,,,
1992.042,81.80746559,-35.50156,46.30590559,,47.0326974350,-86.92466455,1992.042,,,,,,,,,,,,,,,,,
1992.125,60.76213679,-35.57219,25.18994679,,25.9167386350,-61.00792591,1992.125,,,,,,,,,,,,,,,,,
1992.208,46.06930445,-35.64281,10.42649445,,11.1532862950,-49.85463962,1992.208,,,,,,,,,,,,,,,,,
1992.292,40.06811699,-35.71344,4.35467699,,5.0814688350,-44.77317078,1992.292,,,,,,,,,,,,,,,,,
1992.375,53.19422764,-35.78406,17.41016764,,18.1369594850,-26.6362113,1992.375,,,,,,,,,,,,,,,,,
1992.458,47.09336581,-35.85469,11.23867581,,11.9654676550,-14.67074364,1992.458,,,,,,,,,,,,,,,,,
1992.542,-27.76133944,-35.83003,-63.59136944,,-62.8645775950,-77.53532124,1992.542,,,,,,,,,,,,,,,,,
1992.625,6.7966767,-35.7101,-28.9134233,,-28.1866314550,-105.7219527,1992.625,,,,,,,,,,,,,,,,,
1992.708,62.86070755,-35.59017,27.27053755,,27.9973293950,-77.7246233,1992.708,,,,,,,,,,,,,,,,,
1992.792,87.67516173,-35.47024,52.20492173,,52.9317135750,-24.79290972,1992.792,,,,,,,,,,,,,,,,,
1992.875,67.4834081,-35.35031,32.1330981,,32.8598899450,8.066980224,1992.875,,,,,,,,,,,,,,,,,
1992.958,55.81615311,-35.23038,20.58577311,,21.3125649550,29.37954518,1992.958,,,,,,,,,,,,,,,,,
1993.042,47.44018723,-35.11045,12.32973723,,13.0565290750,42.43607425,1993.042,,,,,,,,,,,,,,,,,
1993.125,76.12007142,-34.99052,41.12955142,,41.8563432650,84.29241752,1993.125,,,,,,,,,,,,,,,,,
1993.208,61.78807018,-34.87059,26.91748018,,27.6442720250,111.9366895,1993.208,,,,,,,,,,,,,,,,,
1993.292,50.2990537,-34.75066,15.5483937,,16.2751855450,128.2118751,1993.292,,,,,,,,,,,,,,,,,
1993.375,23.78703009,-34.63073,-10.84369991,,-10.1169080650,118.094967,1993.375,,,,,,,,,,,,,,,,,
1993.458,-32.16287862,-34.5108,-66.67367862,,-65.9468867750,52.14808025,1993.458,,,,,,,,,,,,,,,,,
1993.542,-117.3250766,-34.46517,-151.7902466,,-151.0634547550,-98.91537451,1993.542,,,,,,,,,,,,,,,,,
1993.625,-25.86667817,-34.49385,-60.36052817,,-59.6337363250,-158.5491108,1993.625,,,,,,,,,,,,,,,,,
1993.708,50.78442279,-34.52253,16.26189279,,16.9886846350,-141.5604262,1993.708,,,,,,,,,,,,,,,,,
1993.792,77.82177731,-34.55122,43.27055731,,43.9973491550,-97.56307704,1993.792,,,,,,,,,,,,,,,,,
1993.875,102.736003,-34.5799,68.156103,,68.8828948450,-28.6801822,1993.875,,,,,,,,,,,,,,,,,
1993.958,57.88358351,-34.60858,23.27500351,,24.0017953550,-4.678386842,1993.958,,,,,,,,,,,,,,,,,
1994.042,48.36093312,-34.63726,13.72367312,,14.4504649650,9.772078123,1994.042,,,,,,,,,,,,,,,,,
1994.125,77.12011744,-34.66594,42.45417744,,43.1809692850,52.95304741,1994.125,,,,,,,,,,,,,,,,,
1994.208,44.63292308,-34.69462,9.93830308,,10.6650949250,63.61814233,1994.208,,,,,,,,,,,,,,,,,
1994.292,54.72207586,-34.7233,19.99877586,,20.7255677050,84.34371004,1994.292,,,,,,,,,,,,,,,,,
1994.375,32.14998368,-34.75198,-2.60199632,,-1.8752044750,82.46850556,1994.375,,,,,,,,,,,,,,,,,
1994.458,5.19131348,-34.78066,-29.58934652,,-28.8625546750,53.60595089,1994.458,,,,,,,,,,,,,,,,,
1994.542,-92.31936493,-34.76052,-127.0798849,,-126.3530930550,-72.74714217,1994.542,,,,,,,,,,,,,,,,,
1994.625,-18.31056265,-34.69156,-53.00212265,,-52.2753308050,-125.022473,1994.625,,,,,,,,,,,,,,,,,
1994.708,56.76632226,-34.6226,22.14372226,,22.8705141050,-102.1519589,1994.708,,,,,,,,,,,,,,,,,
1994.792,45.05688546,-34.55365,10.50323546,,11.2300273050,-90.92193156,1994.792,,,,,,,,,,,,,,,,,
1994.875,54.39507931,-34.48469,19.91038931,,20.6371811550,-70.28475041,1994.875,,,,,,,,,,,,,,,,,
1994.958,56.04278015,-34.41573,21.62705015,,22.3538419950,-47.93090841,1994.958,,,,,,,,,,,,,,,,,
1995.042,32.0936608,-34.34677,-2.2531092,,-1.5263173550,-49.45722577,1995.042,,,,,,,,,,,,,,,,,
1995.125,33.00713894,-34.27781,-1.27067106,,-0.5438792150,-50.00110498,1995.125,,,,,,,,,,,,,,,,,
1995.208,50.19210031,-34.20885,15.98325031,,16.7100421550,-33.29106283,1995.208,,,,,,,,,,,,,,,,,
1995.292,29.97696651,-34.1399,-4.16293349,,-3.4361416450,-36.72720447,1995.292,,,,,,,,,,,,,,,,,
1995.375,23.71657832,-34.07094,-10.35436168,,-9.6275698350,-46.35477431,1995.375,,,,,,,,,,,,,,,,,
1995.458,-17.85448313,-34.00198,-51.85646313,,-51.1296712850,-97.48444559,1995.458,,,,,,,,,,,,,,,,,
1995.542,-118.3536083,-34.0209,-152.3745083,,-151.6477164550,-249.132162,1995.542,,,,,,,,,,,,,,,,,
1995.625,-31.84988922,-34.12771,-65.97759922,,-65.2508073750,-314.3829694,1995.625,,,,,,,,,,,,,,,,,
1995.708,61.90105936,-34.23451,27.66654936,,28.3933412050,-285.9896282,1995.708,,,,,,,,,,,,,,,,,
1995.792,44.48348549,-34.34132,10.14216549,,10.8689573350,-275.1206709,1995.792,,,,,,,,,,,,,,,,,
1995.875,91.75599067,-34.44812,57.30787067,,58.0346625150,-217.0860084,1995.875,,,,,,,,,,,,,,,,,
1995.958,75.89839703,-34.55493,41.34346703,,42.0702588750,-175.0157495,1995.958,,,,,,,,,,,,,,,,,
1996.042,88.26059961,-34.66174,53.59885961,,54.3256514550,-120.690098,1996.042,,,,,,,,,,,,,,,,,
1996.125,84.3428449,-34.76854,49.5743049,,50.3010967450,-70.38900129,1996.125,,,,,,,,,,,,,,,,,
1996.208,93.30762129,-34.87535,58.43227129,,59.1590631350,-11.22993816,1996.208,,,,,,,,,,,,,,,,,
1996.292,46.31585052,-34.98215,11.33370052,,12.0604923650,0.830554208,1996.292,,,,,,,,,,,,,,,,,
1996.375,20.931972,-35.08896,-14.156988,,-13.4301961550,-12.59964195,1996.375,,,,,,,,,,,,,,,,,
1996.458,-7.02506099,-35.19576,-42.22082099,,-41.4940291450,-54.09367109,1996.458,,,,,,,,,,,,,,,,,
1996.542,-59.24777513,-35.26573,-94.51350513,,-93.7867132850,-147.8803844,1996.542,,,,,,,,,,,,,,,,,
1996.625,7.30768713,-35.29885,-27.99116287,,-27.2643710250,-175.1447554,1996.625,,,,,,,,,,,,,,,,,
1996.708,72.50954223,-35.33198,37.17756223,,37.9043540750,-137.2404013,1996.708,,,,,,,,,,,,,,,,,
1996.792,65.30404688,-35.3651,29.93894688,,30.6657387250,-106.5746626,1996.792,,,,,,,,,,,,,,,,,
1996.875,73.15720455,-35.39823,37.75897455,,38.4857663950,-68.08889621,1996.875,,,,,,,,,,,,,,,,,
1996.958,78.30258218,-35.43135,42.87123218,,43.5980240250,-24.49087218,1996.958,,,,,,,,,,,,,,,,,
1997.042,77.79702306,-35.46448,42.33254306,,43.0593349050,18.56846272,1997.042,,,,,,,,,,,,,,,,,
1997.125,49.73215991,-35.4976,14.23455991,,14.9613517550,33.52981448,1997.125,,,,,,,,,,,,,,,,,
1997.208,42.02474128,-35.53073,6.49401128,,7.2208031250,40.7506176,1997.208,,,,,,,,,,,,,,,,,
1997.292,59.35632115,-35.56385,23.79247115,,24.5192629950,65.2698806,1997.292,,,,,,,,,,,,,,,,,
1997.375,22.52216778,-35.59698,-13.07481222,,-12.3480203750,52.92186022,1997.375,,,,,,,,,,,,,,,,,
1997.458,-29.92706362,-35.6301,-65.55716362,,-64.8303717750,-11.90851155,1997.458,,,,,,,,,,,,,,,,,
1997.542,-74.26705019,-35.6724,-109.9394502,,-109.2126583550,-121.1211699,1997.542,,,,,,,,,,,,,,,,,
1997.625,-7.67737299,-35.72385,-43.40122299,,-42.6744311450,-163.7956011,1997.625,,,,,,,,,,,,,,,,,
1997.708,68.91168192,-35.77531,33.13637192,,33.8631637650,-129.9324373,1997.708,,,,,,,,,,,,,,,,,
1997.792,77.87582905,-35.82677,42.04905905,,42.7758508950,-87.15658639,1997.792,,,,,,,,,,,,,,,,,
1997.875,67.96858444,-35.87823,32.09035444,,32.8171462850,-54.33944011,1997.875,,,,,,,,,,,,,,,,,
1997.958,87.06649199,-35.92969,51.13680199,,51.8635938350,-2.475846273,1997.958,,,,,,,,,,,,,,,,,
1998.042,63.59431896,-35.98115,27.61316896,,28.3399608050,25.86411453,1998.042,,,,,,,,,,,,,,,,,
1998.125,49.0242249,-36.0326,12.9916249,,13.7184167450,39.58253128,1998.125,,,,,,,,,,,,,,,,,
1998.208,67.8470263,-36.08406,31.7629663,,32.4897581450,72.07228942,1998.208,,,,,,,,,,,,,,,,,
1998.292,46.91801907,-36.13552,10.78249907,,11.5092909150,83.58158034,1998.292,,,,,,,,,,,,,,,,,
1998.375,54.65842642,-36.18698,18.47144642,,19.1982382650,102.7798186,1998.375,,,,,,,,,,,,,,,,,
1998.458,-68.76861459,-36.23844,-105.0070546,,-104.2802627550,-1.500444153,1998.458,,,,,,,,,,,,,,,,,
1998.542,-141.8014602,-36.30378,-178.1052402,,-177.3784483550,-178.8788925,1998.542,,,,,,,,,,,,,,,,,
1998.625,-47.66200266,-36.38302,-84.04502266,,-83.3182308150,-262.1971233,1998.625,,,,,,,,,,,,,,,,,
1998.708,17.50406435,-36.46226,-18.95819565,,-18.2314038050,-280.4285271,1998.708,,,,,,,,,,,,,,,,,
1998.792,55.12551097,-36.54149,18.58402097,,19.3108128150,-261.1177143,1998.792,,,,,,,,,,,,,,,,,
1998.875,79.20674335,-36.62073,42.58601335,,43.3128051950,-217.8049091,1998.875,,,,,,,,,,,,,,,,,
1998.958,55.09507985,-36.69997,18.39510985,,19.1219016950,-198.6830074,1998.958,,,,,,,,,,,,,,,,,
1999.042,60.6960039,-36.7792,23.9168039,,24.6435957450,-174.0394117,1999.042,,,,,,,,,,,,,,,,,
1999.125,66.30579762,-36.85844,29.44735762,,30.1741494650,-143.8652622,1999.125,,,,,,,,,,,,,,,,,
1999.208,36.57119687,-36.93767,-0.36647313,,0.3603187150,-143.5049435,1999.208,,,,,,,,,,,,,,,,,
1999.292,40.95211215,-37.01691,3.93520215,,4.6619939950,-138.8429495,1999.292,,,,,,,,,,,,,,,,,
1999.375,61.56372263,-37.09615,24.46757263,,25.1943644750,-113.648585,1999.375,,,,,,,,,,,,,,,,,
1999.458,22.88481192,-37.17538,-14.29056808,,-13.5637762350,-127.2123613,1999.458,,,,,,,,,,,,,,,,,
1999.542,-115.842816,-37.2474,-153.090216,,-152.3634241550,-279.5757854,1999.542,,,,,,,,,,,,,,,,,
1999.625,-36.30379059,-37.31219,-73.61598059,,-72.8891887450,-352.4649742,1999.625,,,,,,,,,,,,,,,,,
1999.708,65.92322078,-37.37698,28.54624078,,29.2730326250,-323.1919415,1999.708,,,,,,,,,,,,,,,,,
1999.792,68.21810437,-37.44177,30.77633437,,31.5031262150,-291.6888153,1999.792,,,,,,,,,,,,,,,,,
1999.875,87.65148675,-37.50656,50.14492675,,50.8717185950,-240.8170967,1999.875,,,,,,,,,,,,,,,,,
1999.958,54.0483927,-37.57135,16.4770427,,17.2038345450,-223.6132622,1999.958,,,,,,,,,,,,,,,,,
2000.042,76.92146763,-37.63615,39.28531763,,40.0121094750,-183.6011527,2000.042,,,,,,,,,,,,,,,,,
2000.125,48.60799027,-37.70094,10.90705027,,11.6338421150,-171.9673106,2000.125,,,,,,,,,,,,,,,,,
2000.208,50.11401938,-37.76573,12.34828938,,13.0750812250,-158.8922294,2000.208,,,,,,,,,,,,,,,,,
2000.292,61.61664055,-37.83052,23.78612055,,24.5129123950,-134.379317,2000.292,,,,,,,,,,,,,,,,,
2000.375,46.90296567,-37.89531,9.00765567,,9.7344475150,-124.6448695,2000.375,,,,,,,,,,,,,,,,,
2000.458,-40.75777077,-37.9601,-78.71787077,,-77.9910789250,-202.6359484,2000.458,,,,,,,,,,,,,,,,,
2000.542,-80.6398847,-38.0125,-118.6523847,,-117.9255928550,-320.5615412,2000.542,,,,,,,,,,,,,,,,,
2000.625,-50.36825684,-38.0525,-88.42075684,,-87.6939649950,-408.2555062,2000.625,,,,,,,,,,,,,,,,,
2000.708,63.11875986,-38.0925,25.02625986,,25.7530517050,-382.5024545,2000.708,,,,,,,,,,,,,,,,,
2000.792,59.77965312,-38.1325,21.64715312,,22.3739449650,-360.1285096,2000.792,,,,,,,,,,,,,,,,,
2000.875,68.46376639,-38.1725,30.29126639,,31.0180582350,-329.1104513,2000.875,,,,,,,,,,,,,,,,,
2000.958,42.53277148,-38.2125,4.32027148,,5.0470633250,-324.063388,2000.958,,,,,,,,,,,,,,,,,
