date	time	sl
19280101	0:00	-0.468
19280101	1:00	-0.62
19280101	2:00	-0.651
19280101	3:00	-0.59
19280101	4:00	-0.437
19280101	5:00	-0.285
19280101	6:00	-0.133
19280101	7:00	0.02
19280101	8:00	0.05
19280101	9:00	0.05
19280101	10:00	-0.072
19280101	11:00	-0.224
19280101	12:00	-0.407
19280101	13:00	-0.529
19280101	14:00	-0.62
19280101	15:00	-0.651
19280101	16:00	-0.62
19280101	17:00	-0.559
19280101	18:00	-0.407
19280101	19:00	-0.285
19280101	20:00	-0.224
19280101	21:00	-0.194
19280101	22:00	-0.285
19280101	23:00	-0.376
19280102	0:00	-0.559
19280102	1:00	-0.742
19280102	2:00	-0.864
19280102	3:00	-0.956
19280102	4:00	-0.925
19280102	5:00	-0.834
19280102	6:00	-0.62
19280102	7:00	-0.468
19280102	8:00	-0.315
19280102	9:00	-0.254
19280102	10:00	-0.285
19280102	11:00	-0.376
19280102	12:00	-0.529
19280102	13:00	-0.712
19280102	14:00	-0.925
19280102	15:00	-1.016
19280102	16:00	-1.047
19280102	17:00	-0.986
19280102	18:00	-0.834
19280102	19:00	-0.651
19280102	20:00	-0.529
19280102	21:00	-0.437
19280102	22:00	-0.407
19280102	23:00	-0.437
19280103	0:00	-0.59
19280103	1:00	-0.773
19280103	2:00	-0.956
19280103	3:00	-1.077
19280103	4:00	-1.108
19280103	5:00	-1.047
19280103	6:00	-0.864
19280103	7:00	-0.651
19280103	8:00	-0.437
19280103	9:00	-0.285
19280103	10:00	-0.194
19280103	11:00	-0.194
19280103	12:00	-0.285
19280103	13:00	-0.437
19280103	14:00	-0.62
19280103	15:00	-0.834
19280103	16:00	-0.925
19280103	17:00	-0.986
19280103	18:00	-0.895
19280103	19:00	-0.712
19280103	20:00	-0.529
19280103	21:00	-0.346
19280103	22:00	-0.254
19280103	23:00	-0.194
19280104	0:00	-0.224
19280104	1:00	-0.376
19280104	2:00	-0.559
19280104	3:00	-0.742
19280104	4:00	-0.864
19280104	5:00	-0.925
19280104	6:00	-0.834
19280104	7:00	-0.651
19280104	8:00	-0.407
19280104	9:00	-0.194
19280104	10:00	0.02
19280104	11:00	0.142
19280104	12:00	0.142
19280104	13:00	0.05
19280104	14:00	-0.102
19280104	15:00	-0.346
19280104	16:00	-0.559
19280104	17:00	-0.712
19280104	18:00	-0.773
19280104	19:00	-0.742
19280104	20:00	-0.59
19280104	21:00	-0.437
19280104	22:00	-0.254
19280104	23:00	-0.133
19280105	0:00	-0.102
19280105	1:00	-0.194
19280105	2:00	-0.346
19280105	3:00	-0.559
19280105	4:00	-0.773
19280105	5:00	-0.956
19280105	6:00	-1.016
19280105	7:00	-0.925
19280105	8:00	-0.742
19280105	9:00	-0.498
19280105	10:00	-0.254
19280105	11:00	-0.102
19280105	12:00	-0.011
19280105	13:00	0.02
19280105	14:00	-0.102
19280105	15:00	-0.285
19280105	16:00	-0.529
19280105	17:00	-0.742
19280105	18:00	-0.864
19280105	19:00	-0.925
19280105	20:00	-0.864
19280105	21:00	-0.681
19280105	22:00	-0.468
19280105	23:00	-0.285
19280106	0:00	-0.194
19280106	1:00	-0.194
19280106	2:00	-0.315
19280106	3:00	-0.498
19280106	4:00	-0.742
19280106	5:00	-0.986
19280106	6:00	-1.108
19280106	7:00	-1.138
19280106	8:00	-1.016
19280106	9:00	-0.803
19280106	10:00	-0.559
19280106	11:00	-0.376
19280106	12:00	-0.224
19280106	13:00	-0.163
19280106	14:00	-0.163
19280106	15:00	-0.254
19280106	16:00	-0.468
19280106	17:00	-0.742
19280106	18:00	-0.956
19280106	19:00	-1.077
19280106	20:00	-1.138
19280106	21:00	-1.077
19280106	22:00	-0.895
19280106	23:00	-0.62
19280107	0:00	-0.437
19280107	1:00	-0.376
19280107	2:00	-0.346
19280107	3:00	-0.437
19280107	4:00	-0.62
19280107	5:00	-0.834
19280107	6:00	-1.016
19280107	7:00	-1.169
19280107	8:00	-1.199
19280107	9:00	-1.077
19280107	10:00	-0.834
19280107	11:00	-0.59
19280107	12:00	-0.346
19280107	13:00	-0.194
19280107	14:00	-0.102
19280107	15:00	-0.102
19280107	16:00	-0.224
19280107	17:00	-0.468
19280107	18:00	-0.712
19280107	19:00	-0.956
19280107	20:00	-1.077
19280107	21:00	-1.077
19280107	22:00	-0.925
