date	time	sl
19461001	5:00	-0.56
19461001	6:00	-0.59
19461001	7:00	-0.59
19461001	8:00	-0.621
19461001	9:00	-0.59
19461001	10:00	-0.529
19461001	11:00	-0.468
19461001	12:00	-0.407
19461001	13:00	-0.346
19461001	14:00	-0.346
19461001	15:00	-0.316
19461001	16:00	-0.346
19461001	17:00	-0.377
19461001	18:00	-0.377
19461001	19:00	-0.407
19461001	20:00	-0.407
19461001	21:00	-0.377
19461001	22:00	-0.346
19461001	23:00	-0.285
19461002	0:00	-0.194
19461002	1:00	-0.133
19461002	2:00	-0.072
19461002	3:00	-0.072
19461002	4:00	-0.072
19461002	5:00	-0.102
19461002	6:00	-0.133
19461002	7:00	-0.194
19461002	8:00	-0.224
19461002	9:00	-0.285
19461002	10:00	-0.285
19461002	11:00	-0.285
19461002	12:00	-0.255
19461002	13:00	-0.255
19461002	14:00	-0.285
19461002	15:00	-0.316
19461002	16:00	-0.346
19461002	17:00	-0.407
19461002	18:00	-0.438
19461002	19:00	-0.499
19461002	20:00	-0.529
19461002	21:00	-0.56
19461002	22:00	-0.529
19461002	23:00	-0.499
19461003	0:00	-0.438
19461003	1:00	-0.377
19461003	2:00	-0.316
19461003	3:00	-0.255
19461003	4:00	-0.255
19461003	5:00	-0.255
19461003	6:00	-0.255
19461003	7:00	-0.285
19461003	8:00	-0.346
19461003	9:00	-0.407
19461003	10:00	-0.407
19461003	11:00	-0.407
19461003	12:00	-0.407
19461003	13:00	-0.377
19461003	14:00	-0.346
19461003	15:00	-0.316
19461003	16:00	-0.316
19461003	17:00	-0.316
19461003	18:00	-0.316
19461003	19:00	-0.316
19461003	20:00	-0.346
19461003	21:00	-0.346
19461003	22:00	-0.316
19461003	23:00	-0.255
19461004	0:00	-0.163
19461004	1:00	-0.072
19461004	2:00	-0.011
19461004	3:00	0.05
19461004	4:00	0.08
19461004	5:00	0.111
19461004	6:00	0.111
19461004	7:00	0.08
19461004	8:00	0.05
19461004	9:00	-0.011
19461004	10:00	-0.042
19461004	11:00	-0.042
19461004	12:00	-0.072
19461004	13:00	-0.042
19461004	14:00	-0.042
19461004	15:00	-0.042
19461004	16:00	-0.042
19461004	17:00	-0.072
19461004	18:00	-0.102
19461004	19:00	-0.133
19461004	20:00	-0.194
19461004	21:00	-0.255
19461004	22:00	-0.255
19461004	23:00	-0.285
19461005	0:00	-0.255
19461005	1:00	-0.224
19461005	2:00	-0.163
19461005	3:00	-0.072
19461005	4:00	-0.042
19461005	5:00	-0.011
19461005	6:00	0.019
19461005	7:00	0.019
19461005	8:00	-0.011
19461005	9:00	-0.072
19461005	10:00	-0.102
19461005	11:00	-0.163
19461005	12:00	-0.194
19461005	13:00	-0.194
19461005	14:00	-0.163
19461005	15:00	-0.163
19461005	16:00	-0.133
19461005	17:00	-0.133
19461005	18:00	-0.133
19461005	19:00	-0.163
19461005	20:00	-0.194
19461005	21:00	-0.255
19461005	22:00	-0.285
19461005	23:00	-0.316
19461006	0:00	-0.316
19461006	1:00	-0.285
19461006	2:00	-0.224
19461006	3:00	-0.133
19461006	4:00	-0.072
19461006	5:00	-0.011
19461006	6:00	0.019
19461006	7:00	0.05
19461006	8:00	0.05
19461006	9:00	-0.011
19461006	10:00	-0.042
19461006	11:00	-0.102
19461006	12:00	-0.133
19461006	13:00	-0.133
19461006	14:00	-0.133
19461006	15:00	-0.102
19461006	16:00	-0.072
19461006	17:00	-0.042
19461006	18:00	-0.042
19461006	19:00	-0.042
19461006	20:00	-0.072
19461006	21:00	-0.133
19461006	22:00	-0.194
19461006	23:00	-0.224
19461007	0:00	-0.285
19461007	1:00	-0.285
19461007	2:00	-0.255
19461007	3:00	-0.194
19461007	4:00	-0.133
19461007	5:00	-0.072
19461007	6:00	-0.011
19461007	7:00	0.019
19461007	8:00	0.019
19461007	9:00	-0.011
19461007	10:00	-0.072
19461007	11:00	-0.102
19461007	12:00	-0.163
19461007	13:00	-0.194
19461007	14:00	-0.224
19461007	15:00	-0.194
19461007	16:00	-0.163
19461007	17:00	-0.133
19461007	18:00	-0.102
19461007	19:00	-0.072
19461007	20:00	-0.072
19461007	21:00	-0.133
19461007	22:00	-0.194
19461007	23:00	-0.224
19461008	0:00	-0.285
19461008	1:00	-0.316
19461008	2:00	-0.316
19461008	3:00	-0.255
19461008	4:00	-0.163
19461008	5:00	-0.072
19461008	6:00	-0.011
19461008	7:00	0.05
19461008	8:00	0.08
19461008	9:00	0.05
19461008	10:00	0.019
19461008	11:00	-0.011
19461008	12:00	-0.072
19461008	13:00	-0.163
19461008	14:00	-0.194
19461008	15:00	-0.163
19461008	16:00	-0.133
19461008	17:00	-0.072
19461008	18:00	-0.011
19461008	19:00	0.05
19461008	20:00	0.08
19461008	21:00	0.111
19461008	22:00	0.08
19461008	23:00	0.019
19461009	0:00	-0.072
19461009	1:00	-0.133
19461009	2:00	-0.163
19461009	3:00	-0.163
19461009	4:00	-0.133
19461009	5:00	-0.102
19461009	6:00	-0.011
19461009	7:00	0.08
19461009	8:00	0.111
19461009	9:00	0.141
19461009	10:00	0.111
19461009	11:00	0.111
19461009	12:00	0.111
19461009	13:00	0.08
19461009	14:00	0.08
19461009	15:00	0.08
19461009	16:00	0.141
19461009	17:00	0.233
19461009	18:00	0.324
19461009	19:00	0.416
19461009	20:00	0.477
19461009	21:00	0.507
19461009	22:00	0.507
19461009	23:00	0.477
19461010	0:00	0.416
19461010	1:00	0.324
19461010	2:00	0.263
19461010	3:00	0.233
19461010	4:00	0.202
19461010	5:00	0.202
19461010	6:00	0.263
19461010	7:00	0.324
19461010	8:00	0.355
19461010	9:00	0.355
19461010	10:00	0.324
19461010	11:00	0.263
19461010	12:00	0.233
19461010	13:00	0.172
19461010	14:00	0.08
19461010	15:00	0.05
19461010	16:00	0.05
19461010	17:00	0.08
19461010	18:00	0.141
19461010	19:00	0.202
19461010	20:00	0.263
19461010	21:00	0.294
19461010	22:00	0.294
19461010	23:00	0.233
19461011	0:00	0.202
19461011	1:00	0.111
19461011	2:00	0.05
19461011	3:00	-0.011
19461011	4:00	-0.042
19461011	5:00	-0.011
19461011	6:00	0.05
19461011	7:00	0.141
19461011	8:00	0.202
19461011	9:00	0.263
19461011	10:00	0.263
19461011	11:00	0.263
19461011	12:00	0.202
19461011	13:00	0.141
19461011	14:00	0.08
19461011	15:00	0.019
19461011	16:00	-0.011
19461011	17:00	0.019
19461011	18:00	0.05
19461011	19:00	0.141
19461011	20:00	0.233
19461011	21:00	0.294
19461011	22:00	0.294
19461011	23:00	0.294
19461012	0:00	0.263
19461012	1:00	0.202
19461012	2:00	0.141
19461012	3:00	0.05
19461012	4:00	-0.011
19461012	5:00	-0.011
19461012	6:00	0.019
19461012	7:00	0.111
19461012	8:00	0.172
19461012	9:00	0.233
19461012	10:00	0.294
19461012	11:00	0.294
19461012	12:00	0.263
19461012	13:00	0.233
19461012	14:00	0.141
19461012	15:00	0.111
19461012	16:00	0.05
19461012	17:00	0.05
19461012	18:00	0.141
19461012	19:00	0.263
19461012	20:00	0.385
19461012	21:00	0.477
19461012	22:00	0.568
