date	time	sl
19380101	5:00	-0.285
19380101	6:00	-0.224
19380101	7:00	-0.163
19380101	8:00	-0.102
19380101	9:00	-0.072
19380101	10:00	-0.042
19380101	11:00	-0.072
19380101	12:00	-0.102
19380101	13:00	-0.163
19380101	14:00	-0.194
19380101	15:00	-0.224
19380101	16:00	-0.224
19380101	17:00	-0.163
19380101	18:00	-0.072
19380101	19:00	-0.011
19380101	20:00	0.08
19380101	21:00	0.141
19380101	22:00	0.141
19380101	23:00	0.141
19380102	0:00	0.08
19380102	1:00	0.019
19380102	2:00	-0.042
19380102	3:00	-0.133
19380102	4:00	-0.163
19380102	5:00	-0.194
19380102	6:00	-0.194
19380102	7:00	-0.163
19380102	8:00	-0.102
19380102	9:00	-0.072
19380102	10:00	-0.042
19380102	11:00	-0.072
19380102	12:00	-0.102
19380102	13:00	-0.163
19380102	14:00	-0.224
19380102	15:00	-0.285
19380102	16:00	-0.316
19380102	17:00	-0.285
19380102	18:00	-0.224
19380102	19:00	-0.102
19380102	20:00	-0.011
19380102	21:00	0.111
19380102	22:00	0.172
19380102	23:00	0.202
19380103	0:00	0.202
19380103	1:00	0.141
19380103	2:00	0.08
19380103	3:00	0.019
19380103	4:00	-0.011
19380103	5:00	-0.072
19380103	6:00	-0.102
19380103	7:00	-0.072
19380103	8:00	-0.072
19380103	9:00	-0.072
19380103	10:00	-0.072
19380103	11:00	-0.102
19380103	12:00	-0.163
19380103	13:00	-0.224
19380103	14:00	-0.316
19380103	15:00	-0.377
19380103	16:00	-0.438
19380103	17:00	-0.468
19380103	18:00	-0.438
19380103	19:00	-0.377
19380103	20:00	-0.316
19380103	21:00	-0.224
19380103	22:00	-0.163
19380103	23:00	-0.102
19380104	0:00	-0.102
19380104	1:00	-0.102
19380104	2:00	-0.133
19380104	3:00	-0.194
19380104	4:00	-0.255
19380104	5:00	-0.285
19380104	6:00	-0.285
19380104	7:00	-0.285
19380104	8:00	-0.224
19380104	9:00	-0.163
19380104	10:00	-0.102
19380104	11:00	-0.102
19380104	12:00	-0.102
19380104	13:00	-0.133
19380104	14:00	-0.194
19380104	15:00	-0.255
19380104	16:00	-0.316
19380104	17:00	-0.346
19380104	18:00	-0.346
19380104	19:00	-0.316
19380104	20:00	-0.255
19380104	21:00	-0.163
19380104	22:00	-0.102
19380104	23:00	-0.042
19380105	0:00	-0.042
19380105	1:00	-0.042
19380105	2:00	-0.102
19380105	3:00	-0.163
19380105	4:00	-0.224
19380105	5:00	-0.285
19380105	6:00	-0.346
19380105	7:00	-0.346
19380105	8:00	-0.285
19380105	9:00	-0.224
19380105	10:00	-0.163
19380105	11:00	-0.133
19380105	12:00	-0.102
19380105	13:00	-0.102
19380105	14:00	-0.133
19380105	15:00	-0.194
19380105	16:00	-0.224
19380105	17:00	-0.285
19380105	18:00	-0.316
19380105	19:00	-0.316
19380105	20:00	-0.255
19380105	21:00	-0.163
19380105	22:00	-0.102
19380105	23:00	-0.042
19380106	0:00	-0.011
19380106	1:00	-0.011
19380106	2:00	-0.042
19380106	3:00	-0.102
19380106	4:00	-0.163
19380106	5:00	-0.224
19380106	6:00	-0.285
19380106	7:00	-0.346
19380106	8:00	-0.346
19380106	9:00	-0.285
19380106	10:00	-0.224
19380106	11:00	-0.194
19380106	12:00	-0.194
19380106	13:00	-0.163
19380106	14:00	-0.163
19380106	15:00	-0.224
19380106	16:00	-0.285
19380106	17:00	-0.316
19380106	18:00	-0.377
19380106	19:00	-0.407
19380106	20:00	-0.346
19380106	21:00	-0.285
19380106	22:00	-0.224
19380106	23:00	-0.163
19380107	0:00	-0.102
19380107	1:00	-0.072
19380107	2:00	-0.102
19380107	3:00	-0.133
19380107	4:00	-0.194
19380107	5:00	-0.255
19380107	6:00	-0.316
19380107	7:00	-0.346
19380107	8:00	-0.377
19380107	9:00	-0.316
19380107	10:00	-0.285
19380107	11:00	-0.194
19380107	12:00	-0.133
19380107	13:00	-0.072
19380107	14:00	-0.042
19380107	15:00	-0.042
19380107	16:00	-0.072
19380107	17:00	-0.102
19380107	18:00	-0.163
19380107	19:00	-0.194
19380107	20:00	-0.224
19380107	21:00	-0.224
19380107	22:00	-0.194
19380107	23:00	-0.133
19380108	0:00	-0.072
19380108	1:00	-0.042
19380108	2:00	-0.042
19380108	3:00	-0.072
19380108	4:00	-0.163
19380108	5:00	-0.224
19380108	6:00	-0.316
19380108	7:00	-0.407
19380108	8:00	-0.438
19380108	9:00	-0.468
19380108	10:00	-0.438
19380108	11:00	-0.407
19380108	12:00	-0.377
19380108	13:00	-0.346
19380108	14:00	-0.316
19380108	15:00	-0.316
19380108	16:00	-0.346
19380108	17:00	-0.377
19380108	18:00	-0.407
19380108	19:00	-0.438
19380108	20:00	-0.499
19380108	21:00	-0.499
19380108	22:00	-0.468
19380108	23:00	-0.407
19380109	0:00	-0.346
19380109	1:00	-0.316
19380109	2:00	-0.285
19380109	3:00	-0.255
19380109	4:00	-0.285
19380109	5:00	-0.316
19380109	6:00	-0.377
19380109	7:00	-0.438
19380109	8:00	-0.468
19380109	9:00	-0.529
19380109	10:00	-0.529
19380109	11:00	-0.499
19380109	12:00	-0.438
19380109	13:00	-0.377
19380109	14:00	-0.346
19380109	15:00	-0.316
19380109	16:00	-0.316
19380109	17:00	-0.346
19380109	18:00	-0.377
19380109	19:00	-0.407
19380109	20:00	-0.468
19380109	21:00	-0.468
19380109	22:00	-0.499
19380109	23:00	-0.438
19380110	0:00	-0.377
19380110	1:00	-0.346
19380110	2:00	-0.285
19380110	3:00	-0.285
19380110	4:00	-0.285
19380110	5:00	-0.316
19380110	6:00	-0.346
19380110	7:00	-0.438
19380110	8:00	-0.468
19380110	9:00	-0.529
19380110	10:00	-0.56
19380110	11:00	-0.529
19380110	12:00	-0.468
19380110	13:00	-0.407
19380110	14:00	-0.316
19380110	15:00	-0.255
19380110	16:00	-0.194
19380110	17:00	-0.194
19380110	18:00	-0.194
19380110	19:00	-0.224
19380110	20:00	-0.255
19380110	21:00	-0.285
19380110	22:00	-0.316
19380110	23:00	-0.316
19380111	0:00	-0.285
19380111	1:00	-0.255
19380111	2:00	-0.224
19380111	3:00	-0.194
19380111	4:00	-0.163
19380111	5:00	-0.163
19380111	6:00	-0.194
19380111	7:00	-0.255
19380111	8:00	-0.316
19380111	9:00	-0.377
19380111	10:00	-0.407
19380111	11:00	-0.438
19380111	12:00	-0.377
19380111	13:00	-0.316
19380111	14:00	-0.224
19380111	15:00	-0.163
19380111	16:00	-0.102
19380111	17:00	-0.042
19380111	18:00	-0.042
19380111	19:00	-0.042
19380111	20:00	-0.102
19380111	21:00	-0.133
19380111	22:00	-0.194
19380111	23:00	-0.255
19380112	0:00	-0.285
19380112	1:00	-0.285
19380112	2:00	-0.255
19380112	3:00	-0.224
19380112	4:00	-0.194
19380112	5:00	-0.194
19380112	6:00	-0.194
19380112	7:00	-0.224
19380112	8:00	-0.285
19380112	9:00	-0.346
19380112	10:00	-0.407
19380112	11:00	-0.468
19380112	12:00	-0.499
19380112	13:00	-0.468
19380112	14:00	-0.377
19380112	15:00	-0.285
19380112	16:00	-0.194
19380112	17:00	-0.102
19380112	18:00	-0.042
19380112	19:00	-0.011
19380112	20:00	-0.011
19380112	21:00	-0.042
19380112	22:00	-0.072
19380112	23:00	-0.102
19380113	0:00	-0.163
19380113	1:00	-0.163
19380113	2:00	-0.133
19380113	3:00	-0.102
19380113	4:00	-0.042
19380113	5:00	-0.011
19380113	6:00	0.019
19380113	7:00	0.019
19380113	8:00	-0.011
19380113	9:00	-0.102
19380113	10:00	-0.163
19380113	11:00	-0.285
19380113	12:00	-0.346
19380113	13:00	-0.346
19380113	14:00	-0.346
19380113	15:00	-0.316
19380113	16:00	-0.316
19380113	17:00	-0.285
19380113	18:00	-0.255
19380113	19:00	-0.224
19380113	20:00	-0.194
19380113	21:00	-0.224
19380113	22:00	-0.255
19380113	23:00	-0.316
19380114	0:00	-0.377
19380114	1:00	-0.438
19380114	2:00	-0.499
19380114	3:00	-0.499
19380114	4:00	-0.438
19380114	5:00	-0.407
19380114	6:00	-0.377
19380114	7:00	-0.346
19380114	8:00	-0.316
19380114	9:00	-0.346
19380114	10:00	-0.377
19380114	11:00	-0.438
19380114	12:00	-0.499
19380114	13:00	-0.56
19380114	14:00	-0.56
19380114	15:00	-0.499
19380114	16:00	-0.407
19380114	17:00	-0.316
19380114	18:00	-0.224
19380114	19:00	-0.102
19380114	20:00	-0.042
19380114	21:00	0.019
19380114	22:00	0.019
19380114	23:00	-0.011
19380115	0:00	-0.072
19380115	1:00	-0.133
19380115	2:00	-0.194
19380115	3:00	-0.224
19380115	4:00	-0.224
19380115	5:00	-0.163
19380115	6:00	-0.102
19380115	7:00	-0.072
19380115	8:00	-0.011
19380115	9:00	-0.011
19380115	10:00	-0.042
19380115	11:00	-0.133
19380115	12:00	-0.194
19380115	13:00	-0.285
19380115	14:00	-0.346
19380115	15:00	-0.377
19380115	16:00	-0.346
19380115	17:00	-0.285
19380115	18:00	-0.194
19380115	19:00	-0.133
19380115	20:00	-0.072
19380115	21:00	-0.042
19380115	22:00	-0.042
19380115	23:00	-0.072
19380116	0:00	-0.133
19380116	1:00	-0.224
19380116	2:00	-0.285
19380116	3:00	-0.346
19380116	4:00	-0.377
19380116	5:00	-0.377
19380116	6:00	-0.316
19380116	7:00	-0.255
19380116	8:00	-0.194
19380116	9:00	-0.194
19380116	10:00	-0.194
19380116	11:00	-0.255
19380116	12:00	-0.316
19380116	13:00	-0.377
19380116	14:00	-0.438
19380116	15:00	-0.468
19380116	16:00	-0.438
19380116	17:00	-0.316
19380116	18:00	-0.194
19380116	19:00	-0.072
19380116	20:00	0.019
19380116	21:00	0.111
19380116	22:00	0.172
19380116	23:00	0.172
19380117	0:00	0.111
19380117	1:00	0.05
19380117	2:00	-0.011
19380117	3:00	-0.072
19380117	4:00	-0.102
19380117	5:00	-0.072
19380117	6:00	-0.011
19380117	7:00	0.05
19380117	8:00	0.111
19380117	9:00	0.141
19380117	10:00	0.141
19380117	11:00	0.141
19380117	12:00	0.08
19380117	13:00	0.019
19380117	14:00	-0.072
19380117	15:00	-0.163
19380117	16:00	-0.224
19380117	17:00	-0.224
19380117	18:00	-0.194
19380117	19:00	-0.102
19380117	20:00	-0.042
19380117	21:00	0.019
19380117	22:00	0.08
19380117	23:00	0.111
19380118	0:00	0.08
19380118	1:00	0.019
19380118	2:00	-0.072
19380118	3:00	-0.194
19380118	4:00	-0.255
19380118	5:00	-0.316
19380118	6:00	-0.316
19380118	7:00	-0.285
19380118	8:00	-0.224
19380118	9:00	-0.163
19380118	10:00	-0.102
19380118	11:00	-0.042
19380118	12:00	-0.042
19380118	13:00	-0.072
19380118	14:00	-0.102
19380118	15:00	-0.194
19380118	16:00	-0.255
19380118	17:00	-0.285
19380118	18:00	-0.285
19380118	19:00	-0.255
19380118	20:00	-0.163
19380118	21:00	-0.102
19380118	22:00	-0.011
19380118	23:00	0.05
19380119	0:00	0.08
19380119	1:00	0.05
19380119	2:00	0.019
19380119	3:00	-0.042
19380119	4:00	-0.102
19380119	5:00	-0.194
19380119	6:00	-0.224
19380119	7:00	-0.194
19380119	8:00	-0.163
19380119	9:00	-0.102
19380119	10:00	-0.042
19380119	11:00	-0.011
19380119	12:00	0.019
19380119	13:00	-0.011
19380119	14:00	-0.042
19380119	15:00	-0.133
19380119	16:00	-0.194
19380119	17:00	-0.255
19380119	18:00	-0.285
19380119	19:00	-0.285
19380119	20:00	-0.255
19380119	21:00	-0.163
19380119	22:00	-0.102
19380119	23:00	-0.042
19380120	0:00	0.019
19380120	1:00	0.05
19380120	2:00	0.019
19380120	3:00	-0.042
19380120	4:00	-0.133
19380120	5:00	-0.194
19380120	6:00	-0.255
19380120	7:00	-0.316
19380120	8:00	-0.316
19380120	9:00	-0.255
19380120	10:00	-0.194
19380120	11:00	-0.133
19380120	12:00	-0.102
19380120	13:00	-0.102
19380120	14:00	-0.102
19380120	15:00	-0.163
19380120	16:00	-0.194
19380120	17:00	-0.255
19380120	18:00	-0.346
19380120	19:00	-0.377
19380120	20:00	-0.377
19380120	21:00	-0.346
19380120	22:00	-0.255
19380120	23:00	-0.194
19380121	0:00	-0.163
19380121	1:00	-0.102
19380121	2:00	-0.102
19380121	3:00	-0.163
19380121	4:00	-0.194
19380121	5:00	-0.255
19380121	6:00	-0.316
19380121	7:00	-0.377
19380121	8:00	-0.407
19380121	9:00	-0.407
19380121	10:00	-0.316
19380121	11:00	-0.255
19380121	12:00	-0.194
19380121	13:00	-0.133
19380121	14:00	-0.102
19380121	15:00	-0.102
19380121	16:00	-0.133
19380121	17:00	-0.194
19380121	18:00	-0.224
19380121	19:00	-0.285
19380121	20:00	-0.285
19380121	21:00	-0.285
19380121	22:00	-0.224
19380121	23:00	-0.163
19380122	0:00	-0.102
19380122	1:00	-0.072
19380122	2:00	-0.042
19380122	3:00	-0.072
19380122	4:00	-0.102
19380122	5:00	-0.163
19380122	6:00	-0.224
19380122	7:00	-0.285
19380122	8:00	-0.346
19380122	9:00	-0.377
19380122	10:00	-0.346
19380122	11:00	-0.285
19380122	12:00	-0.224
19380122	13:00	-0.163
19380122	14:00	-0.102
19380122	15:00	-0.102
19380122	16:00	-0.102
19380122	17:00	-0.133
19380122	18:00	-0.194
19380122	19:00	-0.255
19380122	20:00	-0.316
19380122	21:00	-0.346
19380122	22:00	-0.346
19380122	23:00	-0.316
19380123	0:00	-0.255
19380123	1:00	-0.194
19380123	2:00	-0.163
19380123	3:00	-0.133
19380123	4:00	-0.133
19380123	5:00	-0.163
19380123	6:00	-0.194
19380123	7:00	-0.224
19380123	8:00	-0.285
19380123	9:00	-0.316
19380123	10:00	-0.285
19380123	11:00	-0.224
19380123	12:00	-0.163
19380123	13:00	-0.072
19380123	14:00	-0.011
19380123	15:00	0.05
19380123	16:00	0.08
19380123	17:00	0.05
19380123	18:00	0.05
19380123	19:00	-0.011
19380123	20:00	-0.042
19380123	21:00	-0.102
19380123	22:00	-0.133
19380123	23:00	-0.133
19380124	0:00	-0.133
19380124	1:00	-0.102
19380124	2:00	-0.072
19380124	3:00	-0.072
19380124	4:00	-0.072
19380124	5:00	-0.102
19380124	6:00	-0.163
19380124	7:00	-0.224
19380124	8:00	-0.255
19380124	9:00	-0.316
19380124	10:00	-0.346
19380124	11:00	-0.346
19380124	12:00	-0.285
19380124	13:00	-0.224
19380124	14:00	-0.133
19380124	15:00	-0.072
19380124	16:00	-0.011
19380124	17:00	0.05
19380124	18:00	0.05
19380124	19:00	0.05
19380124	20:00	0.08
19380124	21:00	0.08
19380124	22:00	0.08
19380124	23:00	0.08
19380125	0:00	0.111
19380125	1:00	0.172
19380125	2:00	0.263
19380125	3:00	0.355
19380125	4:00	0.416
19380125	5:00	0.416
19380125	6:00	0.477
19380125	7:00	0.477
19380125	8:00	0.446
19380125	9:00	0.385
